"";"sub";"cond";"item";"seq";"start_time";"end_time";"duration_ms"
"7715";17;3;23;50;1362167;1365701;3534
"7915";17;2;98;51;1373214;1375582;2368
"8014";17;4;84;52;1377832;1382391;4559
"8116";17;2;82;53;1384675;1387466;2791
"8215";17;2;10;54;1389709;1392449;2740
"8415";17;4;92;55;1397895;1404726;6831
"8510";17;4;36;56;1406994;1410623;3629
"877";17;2;38;57;1417065;1420040;2975
"897";17;4;8;58;1425133;1428801;3668
"9114";17;2;54;59;1434821;1436972;2151
"9216";17;4;20;60;1439227;1442247;3020
"9416";17;4;48;61;1446785;1450647;3862
"9516";17;4;56;62;1452909;1456605;3696
"9610";17;4;44;63;1458974;1461731;2757
"9715";17;4;24;64;1464010;1467363;3353
"9915";17;4;40;65;1472697;1475580;2883
"10115";17;2;2;66;1481617;1484571;2954
"10313";17;4;72;67;1490013;1494745;4732
"10416";17;4;100;68;1497665;1500854;3189
"10510";17;4;16;69;1547071;1550633;3562
"10713";17;4;52;70;1555798;1559185;3387
"10811";17;2;62;71;1563190;1565668;2478
"10914";17;2;78;72;1567877;1571101;3224
"1109";17;4;96;73;1573276;1576167;2891
"11119";17;4;60;74;1578618;1581243;2625
"11216";17;4;12;75;1583492;1586542;3050
"11415";17;2;26;76;1591094;1593267;2173
"11616";17;2;86;77;1598185;1600260;2075
"11716";17;2;34;78;1602442;1605373;2931
"11916";17;4;68;79;1610237;1613891;3654
"12016";17;4;80;80;1616170;1619478;3308
"12120";17;2;94;81;1621649;1623958;2309
"12218";17;2;66;82;1626630;1629957;3327
"12313";17;2;18;83;1632754;1635079;2325
"12514";17;2;58;84;1639700;1642790;3090
"12611";17;2;6;85;1644986;1647287;2301
"1289";17;4;4;86;1652092;1654973;2881
"13014";17;4;28;87;1659852;1663306;3454
"13212";17;2;22;88;1668083;1670372;2289
"1349";17;4;76;89;1675376;1677985;2609
"13514";17;2;74;90;1680248;1682764;2516
"1369";17;4;88;91;1685031;1687978;2947
"13715";17;2;46;92;1691892;1694263;2371
"13814";17;4;64;93;1696513;1699796;3283
"13916";17;2;42;94;1702591;1704788;2197
"14010";17;2;30;95;1707344;1709988;2644
"14212";17;2;70;96;1716354;1718779;2425
"14315";17;2;50;97;1721371;1724037;2666
"1449";17;2;90;98;1726257;1728354;2097
"14515";17;4;32;99;1730536;1733220;2684
"14715";17;2;14;100;1738265;1740702;2437
"950";18;2;97;1;619742;622945;3203
"1069";18;4;83;2;625636;628119;2483
"1160";18;2;81;3;631348;634411;3063
"1260";18;2;9;4;637662;640444;2782
"1450";18;4;91;5;645377;648977;3600
"159";18;4;35;6;651526;655777;4251
"179";18;2;37;7;661275;663651;2376
"198";18;4;7;8;669981;672851;2870
"219";18;2;53;9;679792;682417;2625
"2217";18;4;19;10;685589;688817;3228
"2417";18;4;47;11;693760;697525;3765
"2516";18;4;55;12;700688;705017;4329
"269";18;4;43;13;707647;712408;4761
"2717";18;4;23;14;714992;718533;3541
"2916";18;4;39;15;724469;727249;2780
"319";18;2;1;16;732670;736166;3496
"3317";18;4;71;17;741996;746873;4877
"3416";18;4;99;18;749795;752523;2728
"359";18;4;15;19;756389;759840;3451
"3717";18;4;51;20;764572;768964;4392
"389";18;2;61;21;771569;774406;2837
"3917";18;2;77;22;781114;785197;4083
"409";18;4;95;23;789817;793705;3888
"4117";18;4;59;24;797069;799972;2903
"4215";18;4;11;25;802485;805696;3211
"4415";18;2;25;26;810866;813454;2588
"4616";18;2;85;27;819535;822629;3094
"4717";18;2;33;28;825167;827246;2079
"4915";18;4;67;29;831753;834870;3117
"5017";18;4;79;30;838487;842387;3900
"5117";18;2;93;31;844882;848020;3138
"5217";18;2;65;32;850510;853569;3059
"539";18;2;17;33;855889;858328;2439
"5516";18;2;57;34;864119;866736;2617
"568";18;2;5;35;869963;873136;3173
"587";18;4;3;36;878307;880635;2328
"6015";18;4;27;37;886425;890585;4160
"628";18;2;21;38;895196;897285;2089
"648";18;4;75;39;902765;906668;3903
"6516";18;2;73;40;910193;912626;2433
"669";18;4;87;41;914889;917359;2470
"6717";18;2;45;42;919832;921392;1560
"6816";18;4;63;43;924560;927059;2499
"6917";18;2;41;44;929640;931167;1527
"709";18;2;29;45;934272;937533;3261
"728";18;2;69;46;942660;944758;2098
"7315";18;2;49;47;947198;949941;2743
"749";18;2;89;48;952478;954133;1655
"7517";18;4;31;49;956950;960774;3824
"7716";18;2;13;50;965846;967999;2153
"7916";18;1;64;51;972919;976415;3496
"8015";18;1;80;52;979208;984257;5049
"8117";18;1;44;53;987533;989998;2465
"8216";18;1;68;54;992881;995531;2650
"838";18;3;70;55;999596;1003414;3818
"8416";18;1;12;56;1006069;1008114;2045
"869";18;3;6;57;1013755;1016189;2434
"889";18;1;32;58;1021925;1024430;2505
"909";18;3;22;59;1030285;1033805;3520
"9217";18;1;60;60;1039809;1041563;1754
"9311";18;3;90;61;1043876;1046896;3020
"9417";18;3;66;62;1049386;1052537;3151
"9517";18;3;14;63;1055817;1058646;2829
"9716";18;1;76;64;1063384;1065729;2345
"987";18;1;84;65;1069024;1071512;2488
"9916";18;1;56;66;1075117;1077112;1995
"1009";18;3;34;67;1079530;1082544;3014
"10212";18;3;82;68;1088989;1093461;4472
"10314";18;3;94;69;1095985;1099269;3284
"10417";18;1;28;70;1102461;1104727;2266
"10610";18;1;92;71;1110027;1112652;2625
"10714";18;1;16;72;1114900;1117285;2385
"10915";18;3;10;73;1122304;1125018;2714
"11120";18;1;96;74;1130778;1133584;2806
"11217";18;3;58;75;1136578;1139168;2590
"11312";18;3;42;76;1142428;1146101;3673
"11416";18;3;50;77;1148595;1152492;3897
"11510";18;3;74;78;1154760;1157825;3065
"11617";18;3;62;79;1160137;1162992;2855
"11717";18;3;98;80;1165289;1167891;2602
"1189";18;3;54;81;1172762;1177150;4388
"11917";18;1;100;82;1179615;1181899;2284
"12017";18;1;52;83;1184663;1187216;2553
"12121";18;3;86;84;1190441;1193074;2633
"12219";18;3;38;85;1196971;1199940;2969
"12410";18;1;88;86;1204809;1208282;3473
"12515";18;3;30;87;1210663;1213490;2827
"1278";18;3;2;88;1218550;1221549;2999
"1298";18;1;72;89;1226754;1227656;902
"13015";18;3;46;90;1230367;1235139;4772
"13113";18;1;4;91;1238239;1240631;2392
"1338";18;1;8;92;1246091;1248372;2281
"13515";18;1;36;93;1253100;1255722;2622
"13716";18;1;48;94;1260278;1263171;2893
"13815";18;3;78;95;1265567;1268954;3387
"13917";18;3;26;96;1271718;1274321;2603
"14112";18;3;18;97;1279441;1281721;2280
"14316";18;1;40;98;1286775;1288462;1687
"14516";18;1;20;99;1293405;1295820;2415
"14716";18;1;24;100;1300780;1303370;2590
"960";19;1;63;1;3398459;3406798;8339
"1070";19;1;79;2;3409184;3421548;12364
"1170";19;1;43;3;3426745;3434380;7635
"1270";19;1;67;4;3437755;3446813;9058
"1339";19;3;69;5;3450263;3461096;10833
"1460";19;1;11;6;3465039;3474537;9498
"168";19;3;5;7;3481291;3491128;9837
"189";19;1;31;8;3499097;3510736;11639
"209";19;3;21;9;3517080;3526185;9105
"2218";19;1;59;10;3531910;3540818;8908
"239";19;3;89;11;3546685;3554067;7382
"2418";19;3;65;12;3557630;3567359;9729
"2517";19;3;13;13;3571298;3583467;12169
"2718";19;1;75;14;3590049;3606424;16375
"289";19;1;83;15;3616431;3621898;5467
"2917";19;1;55;16;3625255;3630873;5618
"309";19;3;33;17;3633222;3638390;5168
"329";19;3;81;18;3643867;3652189;8322
"3318";19;3;93;19;3654622;3662472;7850
"3417";19;1;27;20;3664751;3675080;10329
"369";19;1;91;21;3681518;3688404;6886
"3718";19;1;15;22;3692083;3700254;8171
"3918";19;3;9;23;3708051;3717161;9110
"4118";19;1;95;24;3724247;3730586;6339
"4216";19;3;57;25;3733123;3738119;4996
"4310";19;3;41;26;3742159;3750685;8526
"4416";19;3;49;27;3753679;3762535;8856
"4510";19;3;73;28;3765135;3774810;9675
"4617";19;3;61;29;3777642;3786226;8584
"4718";19;3;97;30;3789367;3797826;8459
"4810";19;3;53;31;3800443;3808825;8382
"4916";19;1;99;32;3811302;3817392;6090
"5018";19;1;51;33;3821107;3826424;5317
"5118";19;3;85;34;3829695;3838891;9196
"5218";19;3;37;35;3842792;3852382;9590
"549";19;1;87;36;3857980;3862481;4501
"5517";19;3;29;37;3864667;3873406;8739
"5710";19;3;1;38;3879476;3886256;6780
"5910";19;1;71;39;3893433;3899722;6289
"6016";19;3;45;40;3901983;3910404;8421
"6110";19;1;3;41;3914259;3918446;4187
"639";19;1;7;42;3926734;3932504;5770
"6517";19;1;35;43;3949458;3955545;6087
"6718";19;1;47;44;3963061;3967511;4450
"6817";19;3;77;45;3969868;3975111;5243
"6918";19;3;25;46;3978472;3986502;8030
"7110";19;3;17;47;3992681;3999610;6929
"7316";19;1;39;48;4005307;4010034;4727
"7518";19;1;19;49;4015734;4023100;7366
"7717";19;1;23;50;4033828;4038958;5130
"7917";19;4;98;51;4045870;4054233;8363
"8016";19;2;84;52;4059677;4067165;7488
"8118";19;4;82;53;4071516;4078665;7149
"8217";19;4;10;54;4081499;4093498;11999
"8417";19;2;92;55;4100286;4106631;6345
"8511";19;2;36;56;4108867;4115180;6313
"878";19;4;38;57;4122306;4128413;6107
"898";19;2;8;58;4136267;4141488;5221
"9115";19;4;54;59;4147769;4153596;5827
"9218";19;2;20;60;4155814;4160654;4840
"9418";19;2;48;61;4167319;4175787;8468
"9518";19;2;56;62;4177856;4182970;5114
"9611";19;2;44;63;4190455;4198494;8039
"9717";19;2;24;64;4200982;4207160;6178
"9917";19;2;40;65;4213097;4216885;3788
"10116";19;4;2;66;4224802;4230176;5374
"10315";19;2;72;67;4235941;4242809;6868
"10418";19;2;100;68;4245848;4251059;5211
"10511";19;2;16;69;4253393;4258425;5032
"10715";19;2;52;70;4264660;4270092;5432
"10812";19;4;62;71;4273286;4280708;7422
"10916";19;4;78;72;4284178;4290949;6771
"11010";19;2;96;73;4294151;4300207;6056
"11121";19;2;60;74;4303733;4309207;5474
"11218";19;2;12;75;4311409;4315856;4447
"11417";19;4;26;76;4320619;4327006;6387
"11618";19;4;86;77;4332777;4338706;5929
"11718";19;4;34;78;4341740;4348955;7215
"11918";19;2;68;79;4356032;4361421;5389
"12018";19;2;80;80;4363703;4368538;4835
"12122";19;4;94;81;4371610;4378729;7119
"12220";19;4;66;82;4380957;4388587;7630
"12314";19;4;18;83;4392477;4398578;6101
"12516";19;4;58;84;4405621;4412578;6957
"12612";19;4;6;85;4414964;4422102;7138
"12810";19;2;4;86;4428406;4438294;9888
"13016";19;2;28;87;4444476;4454285;9809
"13213";19;4;22;88;4465079;4471526;6447
"13410";19;2;76;89;4476399;4483150;6751
"13516";19;4;74;90;4485444;4493542;8098
"13610";19;2;88;91;4497650;4506475;8825
"13717";19;4;46;92;4509808;4515499;5691
"13816";19;2;64;93;4518634;4525915;7281
"13918";19;4;42;94;4529413;4540557;11144
"14011";19;4;30;95;4542816;4548489;5673
"14213";19;4;70;96;4563797;4572739;8942
"14317";19;4;50;97;4574960;4582113;7153
"14410";19;4;90;98;4584199;4591605;7406
"14517";19;2;32;99;4593813;4599146;5333
"14717";19;4;14;100;4608366;4616454;8088
"970";20;4;97;1;5021628;5026706;5078
"1080";20;2;83;2;5029366;5032639;3273
"1180";20;4;81;3;5039485;5043296;3811
"1279";20;4;9;4;5046255;5050289;4034
"1462";20;2;91;5;5056309;5059297;2988
"1510";20;2;35;6;5061893;5065796;3903
"1710";20;4;37;7;5072178;5076396;4218
"199";20;2;7;8;5084896;5089271;4375
"2110";20;4;53;9;5101440;5105470;4030
"2219";20;2;19;10;5110487;5113700;3213
"2419";20;2;47;11;5119738;5122757;3019
"2518";20;2;55;12;5125314;5128394;3080
"2610";20;2;43;13;5132767;5136619;3852
"2719";20;2;23;14;5139236;5142886;3650
"2918";20;2;39;15;5148065;5153018;4953
"3110";20;4;1;16;5158996;5163484;4488
"3319";20;2;71;17;5170250;5174709;4459
"3418";20;2;99;18;5177558;5180701;3143
"3510";20;2;15;19;5183741;5186992;3251
"3719";20;2;51;20;5193063;5196554;3491
"3810";20;4;61;21;5230844;5234848;4004
"3919";20;4;77;22;5238185;5242365;4180
"4010";20;2;95;23;5244848;5248331;3483
"4119";20;2;59;24;5250997;5254915;3918
"4217";20;2;11;25;5257431;5260782;3351
"4417";20;4;25;26;5267195;5273264;6069
"4618";20;4;85;27;5279524;5283825;4301
"4719";20;4;33;28;5287581;5290888;3307
"4917";20;2;67;29;5296138;5299963;3825
"5019";20;2;79;30;5303066;5305937;2871
"5119";20;4;93;31;5308353;5313904;5551
"5219";20;4;65;32;5316935;5321778;4843
"5310";20;4;17;33;5324432;5328670;4238
"5518";20;4;57;34;5334217;5338144;3927
"569";20;4;5;35;5340884;5344820;3936
"588";20;2;3;36;5351022;5354980;3958
"6017";20;2;27;37;5363749;5367435;3686
"629";20;4;21;38;5372684;5375927;3243
"649";20;2;75;39;5383237;5388415;5178
"6518";20;4;73;40;5391288;5396543;5255
"6610";20;2;87;41;5398840;5402312;3472
"6719";20;4;45;42;5405355;5409051;3696
"6818";20;2;63;43;5411878;5415767;3889
"6919";20;4;41;44;5418321;5422483;4162
"7010";20;4;29;45;5425474;5431706;6232
"729";20;4;69;46;5439368;5446426;7058
"7317";20;4;49;47;5449958;5454965;5007
"7410";20;4;89;48;5457452;5461308;3856
"7519";20;2;31;49;5464048;5468232;4184
"7718";20;4;13;50;5475841;5480139;4298
"7918";20;3;64;51;5486015;5492172;6157
"8017";20;3;80;52;5495314;5501422;6108
"8119";20;3;44;53;5503993;5509831;5838
"8218";20;3;68;54;5512411;5518821;6410
"839";20;1;70;55;5522134;5525921;3787
"8418";20;3;12;56;5528680;5534387;5707
"8610";20;1;6;57;5540231;5543905;3674
"8810";20;3;32;58;5549296;5555257;5961
"9010";20;1;22;59;5562233;5565762;3529
"9219";20;3;60;60;5571240;5577903;6663
"9312";20;1;90;61;5580528;5585219;4691
"9419";20;1;66;62;5588364;5593556;5192
"9519";20;1;14;63;5596607;5600885;4278
"9718";20;3;76;64;5606892;5612460;5568
"988";20;3;84;65;5614934;5621558;6624
"9918";20;3;56;66;5624017;5629676;5659
"10010";20;1;34;67;5632682;5637867;5185
"10213";20;1;82;68;5643751;5647533;3782
"10316";20;1;94;69;5650749;5655374;4625
"10419";20;3;28;70;5657918;5663650;5732
"10611";20;3;92;71;5669962;5674916;4954
"10716";20;3;16;72;5678160;5683930;5770
"10917";20;1;10;73;5690202;5694323;4121
"11122";20;3;96;74;5700569;5704396;3827
"11219";20;1;58;75;5706799;5710056;3257
"11313";20;1;42;76;5713110;5717061;3951
"11418";20;1;50;77;5719790;5724472;4682
"11511";20;1;74;78;5730196;5734070;3874
"11619";20;1;62;79;5736470;5739647;3177
"11719";20;1;98;80;5742243;5746396;4153
"11810";20;1;54;81;5748788;5752759;3971
"11919";20;3;100;82;5755692;5763029;7337
"12019";20;3;52;83;5766978;5772881;5903
"12123";20;1;86;84;5777215;5781369;4154
"12221";20;1;38;85;5783699;5787511;3812
"12411";20;3;88;86;5792965;5797728;4763
"12517";20;1;30;87;5801349;5804451;3102
"12710";20;1;2;88;5810827;5813761;2934
"1299";20;3;72;89;5820127;5827127;7000
"13017";20;1;46;90;5830168;5834476;4308
"13114";20;3;4;91;5837956;5842343;4387
"13310";20;3;8;92;5848549;5853609;5060
"13517";20;3;36;93;5859771;5864842;5071
"13718";20;3;48;94;5870566;5876258;5692
"13817";20;1;78;95;5878958;5882800;3842
"13919";20;1;26;96;5886244;5890025;3781
"14113";20;1;18;97;5895994;5899716;3722
"14318";20;3;40;98;5904999;5909241;4242
"14518";20;3;20;99;5914795;5919490;4695
"14718";20;3;24;100;5925031;5931281;6250
"980";21;3;63;1;6953379;6956571;3192
"1090";21;3;79;2;6960485;6964446;3961
"1190";21;3;43;3;6968497;6971603;3106
"1280";21;3;67;4;6974801;6978170;3369
"1340";21;1;69;5;6981947;6985153;3206
"1463";21;3;11;6;6987609;6991261;3652
"169";21;1;5;7;6996712;6999420;2708
"1810";21;3;31;8;7004810;7008410;3600
"2010";21;1;21;9;7016040;7019821;3781
"2220";21;3;59;10;7025902;7029359;3457
"2310";21;1;89;11;7032386;7034751;2365
"2420";21;1;65;12;7037057;7038983;1926
"2519";21;1;13;13;7041466;7043126;1660
"2720";21;3;75;14;7050122;7052901;2779
"2810";21;3;83;15;7056289;7058750;2461
"2919";21;3;55;16;7061611;7064200;2589
"3010";21;1;33;17;7066821;7069113;2292
"3210";21;1;81;18;7074148;7077000;2852
"3320";21;1;93;19;7079850;7082024;2174
"3419";21;3;27;20;7084855;7087483;2628
"3610";21;3;91;21;7093712;7096665;2953
"3720";21;3;15;22;7100633;7103765;3132
"3920";21;1;9;23;7110144;7111940;1796
"4120";21;3;95;24;7117238;7119349;2111
"4218";21;1;57;25;7121846;7123864;2018
"4311";21;1;41;26;7126037;7128048;2011
"4418";21;1;49;27;7130288;7131845;1557
"4511";21;1;73;28;7134880;7136764;1884
"4619";21;1;61;29;7139813;7141558;1745
"4720";21;1;97;30;7144139;7146355;2216
"4811";21;1;53;31;7148581;7151105;2524
"4918";21;3;99;32;7154097;7156588;2491
"5020";21;3;51;33;7160422;7163316;2894
"5120";21;1;85;34;7165501;7167127;1626
"5220";21;1;37;35;7169706;7171813;2107
"5410";21;3;87;36;7177482;7179744;2262
"5519";21;1;29;37;7182380;7183904;1524
"5711";21;1;1;38;7189095;7191554;2459
"5911";21;3;71;39;7197614;7199778;2164
"6018";21;1;45;40;7202545;7204237;1692
"6111";21;3;3;41;7207625;7210170;2545
"6310";21;3;7;42;7215004;7218058;3054
"6519";21;3;35;43;7224077;7226327;2250
"6720";21;3;47;44;7231254;7233452;2198
"6819";21;1;77;45;7236068;7237702;1634
"6920";21;1;25;46;7239896;7241635;1739
"7111";21;1;17;47;7249101;7251460;2359
"7318";21;3;39;48;7256084;7258601;2517
"7520";21;3;19;49;7264528;7267468;2940
"7719";21;3;23;50;7273277;7275867;2590
"7919";21;2;98;51;7280359;7282234;1875
"8018";21;4;84;52;7286072;7288216;2144
"8120";21;2;82;53;7291486;7292767;1281
"8219";21;2;10;54;7297359;7298641;1282
"8419";21;4;92;55;7303923;7306025;2102
"8512";21;4;36;56;7308967;7310810;1843
"879";21;2;38;57;7316615;7318146;1531
"899";21;4;8;58;7323676;7325426;1750
"9116";21;2;54;59;7330087;7331608;1521
"9220";21;4;20;60;7333805;7335419;1614
"9420";21;4;48;61;7341035;7343165;2130
"9520";21;4;56;62;7345335;7347532;2197
"9612";21;4;44;63;7350120;7352440;2320
"9719";21;4;24;64;7355159;7357716;2557
"9919";21;4;40;65;7363608;7365198;1590
"10117";21;2;2;66;7370393;7372531;2138
"10317";21;4;72;67;7378200;7380539;2339
"10420";21;4;100;68;7383007;7385047;2040
"10512";21;4;16;69;7387416;7389605;2189
"10717";21;4;52;70;7395677;7397563;1886
"10813";21;2;62;71;7399722;7401063;1341
"10918";21;2;78;72;7404666;7406305;1639
"11011";21;4;96;73;7409834;7411471;1637
"11123";21;4;60;74;7414118;7415629;1511
"11220";21;4;12;75;7418552;7420062;1510
"11419";21;2;26;76;7424742;7426912;2170
"11620";21;2;86;77;7434147;7435512;1365
"11720";21;2;34;78;7437943;7439498;1555
"11920";21;4;68;79;7445566;7447578;2012
"12020";21;4;80;80;7450802;7452753;1951
"12124";21;2;94;81;7456356;7457861;1505
"12222";21;2;66;82;7460500;7462002;1502
"12315";21;2;18;83;7464636;7466202;1566
"12518";21;2;58;84;7471396;7473235;1839
"12613";21;2;6;85;7476346;7478060;1714
"12811";21;4;4;86;7483484;7485140;1656
"13018";21;4;28;87;7490181;7492460;2279
"13214";21;2;22;88;7499578;7501068;1490
"13411";21;4;76;89;7507426;7509047;1621
"13518";21;2;74;90;7511949;7513534;1585
"13611";21;4;88;91;7517389;7518934;1545
"13719";21;2;46;92;7521178;7522701;1523
"13818";21;4;64;93;7525378;7527009;1631
"13920";21;2;42;94;7530216;7531583;1367
"14012";21;2;30;95;7534111;7535783;1672
"14214";21;2;70;96;7541160;7542641;1481
"14319";21;2;50;97;7544927;7546483;1556
"14411";21;2;90;98;7549157;7550382;1225
"14519";21;4;32;99;7553166;7554745;1579
"14719";21;2;14;100;7561436;7563832;2396
"989";22;2;97;1;8362616;8366880;4264
"10100";22;4;83;2;8374027;8378330;4303
"11100";22;2;81;3;8384294;8388763;4469
"1290";22;2;9;4;8393483;8396956;3473
"1464";22;4;91;5;8410085;8414645;4560
"1511";22;4;35;6;8417396;8422294;4898
"1711";22;2;37;7;8428532;8432311;3779
"1910";22;4;7;8;8439494;8445302;5808
"2111";22;2;53;9;8451604;8455010;3406
"2221";22;4;19;10;8457526;8462302;4776
"2520";22;4;47;12;8510818;8515772;4954
"2611";22;4;55;13;8518430;8522841;4411
"2721";22;4;43;14;8525308;8529756;4448
"2811";22;4;23;15;8532738;8537966;5228
"3011";22;4;39;16;8543893;8550310;6417
"3211";22;2;1;17;8556205;8560463;4258
"3420";22;4;71;18;8567786;8573048;5262
"3511";22;4;99;19;8575840;8580768;4928
"3611";22;4;15;20;8584117;8589456;5339
"3811";22;4;51;21;8596949;8601697;4748
"3921";22;2;61;22;8604316;8608986;4670
"4011";22;2;77;23;8612177;8616221;4044
"4121";22;4;95;24;8619514;8623907;4393
"4219";22;4;59;25;8626379;8630854;4475
"4312";22;4;11;26;8633576;8638237;4661
"4512";22;2;25;27;8644447;8648962;4515
"4721";22;2;85;28;8655961;8661020;5059
"4812";22;2;33;29;8663298;8667728;4430
"5021";22;4;67;30;8673460;8678302;4842
"5121";22;4;79;31;8681436;8685855;4419
"5221";22;2;93;32;8688411;8692935;4524
"5311";22;2;65;33;8696832;8700840;4008
"5411";22;2;17;34;8703768;8708417;4649
"5610";22;2;57;35;8716707;8720509;3802
"5712";22;2;5;36;8723195;8727274;4079
"5912";22;4;3;37;8733389;8738707;5318
"6112";22;4;27;38;8744716;8749817;5101
"6311";22;2;21;39;8755414;8759341;3927
"6520";22;4;75;40;8766461;8772477;6016
"6611";22;2;73;41;8775168;8780029;4861
"6721";22;4;87;42;8782682;8787390;4708
"6820";22;2;45;43;8790238;8793310;3072
"6921";22;4;63;44;8795805;8800565;4760
"7011";22;2;41;45;8803220;8806115;2895
"7112";22;2;29;46;8808585;8813056;4471
"7319";22;2;69;47;8821638;8825939;4301
"7411";22;2;49;48;8829857;8833201;3344
"7521";22;2;89;49;8919882;8923647;3765
"761";22;4;31;50;8926617;8931768;5151
"781";22;2;13;51;8938098;8941651;3553
"8019";22;1;64;52;8947170;8951901;4731
"8121";22;1;80;53;8954892;8960073;5181
"8220";22;1;44;54;8964317;8968342;4025
"8310";22;1;68;55;9048316;9052047;3731
"8420";22;3;70;56;9054842;9060089;5247
"8513";22;1;12;57;9062696;9066656;3960
"8710";22;3;6;58;9073946;9079005;5059
"8910";22;1;32;59;9084611;9088796;4185
"9117";22;3;22;60;9096134;9100746;4612
"9313";22;1;60;61;9106399;9110462;4063
"9421";22;3;90;62;9113046;9118862;5816
"9521";22;3;66;63;9124432;9130045;5613
"9613";22;3;14;64;9132646;9138589;5943
"9810";22;1;76;65;9148714;9152219;3505
"9920";22;1;84;66;9160943;9166135;5192
"10118";22;1;56;68;9205408;9209225;3817
"10214";22;3;34;69;9211938;9217091;5153
"10421";22;3;82;70;9222863;9227816;4953
"10513";22;3;94;71;9230415;9235874;5459
"10612";22;1;28;72;9238467;9243140;4673
"10814";22;1;92;73;9250044;9254490;4446
"10919";22;1;16;74;9257998;9263081;5083
"11124";22;3;10;75;9268776;9275198;6422
"11314";22;1;96;76;9281578;9284956;3378
"11420";22;3;58;77;9287478;9292872;5394
"11512";22;3;42;78;9295264;9300413;5149
"11621";22;3;50;79;9303005;9308971;5966
"11721";22;3;74;80;9312022;9317838;5816
"11811";22;3;62;81;9322615;9327879;5264
"11921";22;3;98;82;9330387;9335237;4850
"12021";22;3;54;83;9337687;9342987;5300
"12125";22;1;100;84;9345646;9349628;3982
"12223";22;1;52;85;9352181;9357436;5255
"12316";22;3;86;86;9361089;9366653;5564
"12412";22;3;38;87;9369383;9374286;4903
"12614";22;1;88;88;9379920;9384143;4223
"12711";22;3;30;89;9386739;9391910;5171
"12910";22;3;2;90;9397475;9403151;5676
"13115";22;1;72;91;9408960;9414793;5833
"13215";22;3;46;92;9419942;9426042;6100
"13311";22;1;4;93;9429300;9433377;4077
"13519";22;1;8;94;9440268;9446066;5798
"13720";22;1;36;95;9452030;9456999;4969
"13921";22;1;48;96;9462912;9466827;3915
"14013";22;3;78;97;9470246;9476090;5844
"14114";22;3;26;98;9478989;9484693;5704
"14320";22;3;18;99;9491528;9497673;6145
"14520";22;1;40;100;9503011;9506364;3353
"14720";22;1;20;101;9513482;9517097;3615
"1493";22;1;24;102;9522457;9526847;4390
"990";23;1;63;1;17087353;17091690;4337
"10101";23;1;79;2;17096641;17100248;3607
"11101";23;1;43;3;17103658;17107257;3599
"12100";23;1;67;4;17111403;17114973;3570
"1350";23;3;69;5;17119264;17125980;6716
"1465";23;1;11;6;17128579;17131656;3077
"1610";23;3;5;7;17138604;17142505;3901
"1811";23;1;31;8;17149820;17153971;4151
"2011";23;3;21;9;17160039;17164558;4519
"2222";23;1;59;10;17171511;17175446;3935
"2311";23;3;89;11;17179145;17183912;4767
"2421";23;3;65;12;17187838;17192758;4920
"2521";23;3;13;13;17196193;17200561;4368
"2722";23;1;75;14;17209305;17213211;3906
"2812";23;1;83;15;17215589;17217536;1947
"2920";23;1;55;16;17220484;17224061;3577
"3012";23;3;33;17;17227391;17231522;4131
"3212";23;3;81;18;17241489;17247134;5645
"3321";23;3;93;19;17249686;17254035;4349
"3421";23;1;27;20;17257050;17261509;4459
"3612";23;1;91;21;17268622;17271042;2420
"3721";23;1;15;22;17274926;17277621;2695
"3922";23;3;9;23;17285152;17287625;2473
"4122";23;1;95;24;17296112;17298702;2590
"4220";23;3;57;25;17302956;17306974;4018
"4313";23;3;41;26;17311278;17314895;3617
"4419";23;3;49;27;17318198;17322040;3842
"4513";23;3;73;28;17324653;17329465;4812
"4620";23;3;61;29;17331990;17335773;3783
"4722";23;3;97;30;17338315;17341665;3350
"4813";23;3;53;31;17344546;17345789;1243
"4919";23;1;99;32;17350304;17354714;4410
"5022";23;1;51;33;17361212;17364389;3177
"5122";23;3;85;34;17367648;17371491;3843
"5222";23;3;37;35;17377394;17381388;3994
"5412";23;1;87;36;17389475;17392130;2655
"5520";23;3;29;37;17395170;17399413;4243
"5713";23;3;1;38;17405367;17409870;4503
"5913";23;1;71;39;17415494;17415812;318
"6019";23;3;45;40;17423140;17427102;3962
"6113";23;1;3;41;17429901;17433336;3435
"6312";23;1;7;42;17439269;17442194;2925
"6521";23;1;35;43;17449244;17452694;3450
"6722";23;1;47;44;17458493;17460896;2403
"6821";23;3;77;45;17463931;17467394;3463
"6922";23;3;25;46;17471481;17476310;4829
"7113";23;3;17;47;17482695;17487018;4323
"7320";23;1;39;48;17658670;17661954;3284
"7522";23;1;19;49;17668093;17671024;2931
"7720";23;1;23;50;17677270;17679620;2350
"7920";23;4;98;51;17684909;17687744;2835
"8020";23;2;84;52;17690375;17693819;3444
"8122";23;4;82;53;17696524;17699819;3295
"8221";23;4;10;54;17702916;17707535;4619
"8421";23;2;92;55;17713446;17716634;3188
"8514";23;2;36;56;17718947;17721176;2229
"8711";23;4;38;57;17726908;17731010;4102
"8911";23;2;8;58;17737348;17740364;3016
"9118";23;4;54;59;17747672;17750292;2620
"9221";23;2;20;60;17753503;17756100;2597
"9422";23;2;48;61;17762180;17764650;2470
"9522";23;2;56;62;17767401;17769941;2540
"9614";23;2;44;63;17773229;17775478;2249
